,en,vi
215,bonus for u23 vietnam: told to do.,tiền thưởng cho u23 việt nam : đã nói là phải làm .
216,shocked the us when the doctor 'loved the green beard' killed 160 women.,rúng_động nước mỹ_vụ bác_sĩ '_yêu râu xanh ' hại đời 160 phụ_nữ .
217,the us sports sex abuse scandal trial continues to evoke a lot of pain.,phiên_tòa bê_bối lạm_dụng tình_dục ở thể_thao mỹ tiếp_tục gợi lên nhiều nỗi đau .
218,the malaysian court continued to try doan thi huong.,tòa_án malaysia tiếp_tục xét_xử đoàn thị hương .
219,body traffickers: the mysterious fetal in the warehouse.,những kẻ buôn xác người : bào_thai bí_ẩn trong nhà_kho .
220,"the trial of doan thi huong continued, the lawyer criticized the court for being ""too simple"".","phiên xử đoàn thị hương tiếp_tục , luật_sư chỉ_trích tòa ' quá đơn_giản ' ."
221,still the problem of the parachute.,vẫn là vấn_nạn xe dù .
222,the supreme court of malaysia continues the trial of doan thi huong.,tòa tối_cao malaysia tiếp_tục xét_xử đoàn thị hương .
223,the regulation of selling cars must be reported to the police.,bỏ quy_định bán xe phải thông_báo với cơ_quan công_an .
224,positive energy is spread from beautiful actions.,năng_lượng tích_cực được lan tỏa từ những hành_động đẹp .
225,57 department officials lost their 3rd degree: 'not very big'.,57 cán_bộ sở thất_lạc bằng_cấp 3 : ' không lớn lắm ' .
226,famous marriage proposals in front of crowds of asian stars.,những màn cầu_hôn nổi_tiếng trước đám đông của sao châu_á .
227,"having a disease of the ""rich man"", the rich man had difficulty at the trial of pham cong danh.","mắc bệnh ' nhà giàu ' , đại_gia gặp khó tại phiên_tòa phạm công_danh ."
228,the new us military strategy puts china and russia in the 'line of sight'.,"chiến_lược quân_sự mới mỹ đặt trung_quốc , nga vào ' vòng ngắm ' ."
229,doan thi huong's trial will continue next week.,phiên_tòa xử đoàn thị hương sẽ tiếp_tục trong tuần tới .
230,italy finds eight migrants dead at sea.,italia phát_hiện 8 người di_cư thiệt_mạng trên biển .
231,migration and tragedy continue.,di_cư và bi_kịch nối_dài .
232,"migration boat capsized, 26 nigerian women drowned.","lật thuyền di_cư , 26 phụ_nữ nigeria chết_đuối ."
233,"oddly, the restaurant encourages guests to take off their clothes.",kỳ_quặc nhà_hàng khuyến_khích khách cởi_bỏ quần_áo .
234,deputy minister le quang hung inspects for acceptance of construction techniques of ha long - van don expressway.,thứ_trưởng lê_quang_hùng kiểm_tra để nghiệm_thu kỹ_thuật xây_dựng công_trình đường_cao_tốc hạ long - vân_đồn .
235,"quang ninh: how has national highway 18, section ha long - mong duong, 'makeover'?",quảng_ninh : quốc_lộ 18 đoạn hạ long - mông dương đã ' lột_xác ' thế_nào ? .
236,close-up of the 'suffering road' of ql18 revival.,cận_cảnh ' con đường đau_khổ ' ql18 hồi_sinh .
237,the 60-year story of bidv hai duong part 1.,câu_chuyện 60 năm của bidv hải_dương kỳ 1_.
238,the project of upgrading national highway 18 ha long-mong duong creates a new urban space.,dự_án nâng_cấp ql18 hạ long-mông dương tạo nên không_gian đô_thị mới .
239,try to collect tolls for the project of upgrading and renovating national highway 8 in the section of ha long mong duong.,thử thu phí dự_án nâng_cấp và cải_tạo quốc_lộ 8 đoạn hạ long mông dương .
240,"highway 18, ha long-mong duong route changed to a new shirt after investing trillions.",ql 18 tuyến hạ long-mông dương thay_áo mới sau khi đầu_tư nghìn tỷ .
241,cam pha: new look for national highway 18.,cẩm_phả : diện_mạo mới cho quốc_lộ 18 .
242,"close-up of the trillion-dollar route, national highway 18, section ha long - mong duong.",cận_cảnh tuyến đường nghìn tỷ ql 18 đoạn hạ long - mông dương .
243,"quang ninh ""removes"" traffic infrastructure bottlenecks thanks to the bot project.",quảng_ninh ' gỡ ' nút thắt hạ_tầng giao_thông nhờ dự_án bot .
244,"trial toll collection at highway 18, ha long mong duong section.",thử_nghiệm thu phí tại ql18 đoạn hạ long mông dương .
245,bot ha long - mong duong reduces ticket prices for people of cam pha.,bot hạ long - mông dương giảm_giá vé cho người dân cẩm_phả .
246,"test operation of bot toll station on national highway 18, section ha long - mong duong.","vận_hành thử_nghiệm trạm thu phí bot trên ql18 , đoạn hạ long - mông dương ."
247,ha long - mong duong bot: collecting trial fees.,bot hạ long - mông dương : thu phí thử_nghiệm .
248,"test operation of bot toll booth on national highway 18, section of ha long mong duong.","vận_hành thử_nghiệm trạm thu giá bot trên quốc_lộ 18 , đoạn hạ long mông dương ."
249,behave to avoid bot 'hot spots'.,ứng_xử để không xảy ra ' điểm_nóng ' bot .
250,ha thai railway joint stock company: 20 years of construction and development.,công_ty cp đường_sắt hà thái : 20 năm xây_dựng và phát_triển .
251,genco3 benefits greatly when cgm and wcm come into operation.,genco3 hưởng lợi lớn khi cgm và wcm đi vào vận_hành .
252,why is quang ninh still deciding to choose bot in the 'hot' time?.,tại_sao quảng_ninh vẫn quyết lựa_chọn bot trong thời_điểm ' nóng ' ? .
253,breakthrough in transport infrastructure in quang ninh: a model of public-private cooperation.,đột_phá hạ_tầng giao_thông ở quảng_ninh : hình_mẫu hợp_tác công - tư .
254,ipo 267 million shares of evngenco 3.,ipo 267 triệu cổ_phần evngenco 3 .
255,opportunity to invest in shares of power generation corporation 3.,cơ_hội đầu_tư vào cổ_phần tổng_công_ty phát_điện 3 .
256,breakthrough attracts private capital into infrastructure.,đôt phá thu_hút vốn tư_nhân vào hạ_tầng .
257,spring time remembers about the pioneer who built the miner's village.,tiết xuân nhớ về tiên công dựng làng thợ_mỏ .
258,exemption and reduction of fees for people living near bot station ql18.,"miễn , giảm phí cho người dân sống gần trạm bot ql18 ."
259,one more bot station in quang ninh is free for nearby residents.,thêm một trạm bot tại quảng_ninh miễn_phí cho người dân lân_cận .
260,quang ninh: add a free bot station for people living near the station.,quảng_ninh : thêm một trạm bot miễn_phí cho người dân sống gần trạm .
261,national highway 18 bot station exempts and reduces fees for people.,"trạm bot quốc_lộ 18 miễn , giảm phí cho người dân ."
262,information on the contractor selection plan for a number of major bidding packages on january 3.,điểm tin kế_hoạch lựa_chọn nhà_thầu một_số gói thầu lớn ngày 03/01 .
263,quang ninh: detecting 1 ton of illegally imported frozen fish decomposing.,quảng_ninh : phát_hiện 1 tấn cá đông_lạnh nhập lậu đang phân hủy .
264,what has quang ninh done for localities to learn?,quảng_ninh đã làm được những gì để các địa_phương học_hỏi ? .
265,quang ninh prevented trucks carrying nearly 800 kg of decomposed fish.,quảng_ninh ngăn_chặn xe_tải chở gần 800 kg cá bị phân hủy .
266,"bot: cross-ownership, corruption 'grab it and fry it'.","bot : sở_hữu_chéo , tham_nhũng ' lấy mỡ nó rán nó ' ."
267,"thousands of billions of investment are ""stuck"" into van don special economic zone.",hàng nghìn tỉ đồng đầu_tư đang ' ùn_ùn ' đổ về đặc_khu kinh_tế vân_đồn .
268,a series of million-dollar super projects in van don economic zone.,loạt siêu dự_án triệu_đô tại khu kinh_tế vân_đồn .
269,transporting more than 10kg of firecrackers on passenger cars.,vận_chuyển hơn 10 kg pháo_nổ trên xe_khách .
270,arrested a young man hiding 10 boxes of artillery pieces in the trunk of the car.,bắt_giữ nam thanh_niên giấu 10 hộp pháo giàn trong cốp xe .
271,black lungs from working in coal mines.,phổi đen xì do làm_việc trong hầm_mỏ khai_thác than_đá .
272,removing bottlenecks in traffic bot - lesson 4: experience from quang ninh.,tháo điểm nghẽn về bot giao_thông - bài 4 : kinh_nghiệm từ quảng_ninh .
273,metro no. 1 in ho chi minh city and many bt and bot projects are on target for audit 2018.,"metro số 1 tp.hcm và nhiều dự_án bt , bot vào tầm ngắm kiểm_toán 2018 ."
274,quang ninh: people live with pollution from antimony ore processing plant?.,quảng_ninh : người dân sống chung với ô_nhiễm từ nhà_máy chế_biến quặng antimon ? .
275,increase the limit of residential land for mrs. uong's family.,tăng hạn_mức đất ở cho gia_đình bà uông .
276,"quang ninh: exploding mines to build roads, more than 100 households affected.","quảng_ninh : nổ_mìn làm đường , hơn 100 hộ dân bị ảnh_hưởng ."
277,many key projects are included in the 2018 audit plan.,nhiều dự_án trọng_điểm nằm trong kế_hoạch kiểm_toán năm 2018 .
278,will audit a series of bot projects in 2018.,sẽ kiểm_toán hàng_loạt dự_án bot trong năm 2018 .
279,da nang: adjusting reserve land along cam le river.,đà nẵng : điều_chỉnh đất dự_trữ ven sông cẩm_lệ .
280,"7 provinces and cities committed land violations of more than 8,300 billion vnd.","7 tỉnh , thành sai_phạm đất_đai hơn 8.300_tỉ đồng ."
281,"selling 'cheap' land to investors, 7 localities caused a loss of nearly 4,000 billion vnd.","bán ' rẻ ' đất cho nđt , 7 địa_phương gây thất_thoát gần 4.000 tỷ đồng ."
282,"revealing more than 8,300 billion vnd of land violations.",lộ sai_phạm đất_đai hơn 8.300 tỷ đồng .
283,singapore - valuable lessons on urban management.,singapore - những bài_học quý về quản_lý đô_thị .
284,hanoi cancels land holding project for 3 years without implementation: face-off for the wouldeath report' project.,hà nội hủy dự_án giữ đất 3 năm không triển_khai : điểm mặt dự_án diện ' báo_tử ' .
285,the prime minister answered questions about the inspection of the son tra peninsula project.,thủ_tướng trả_lời chất_vấn về việc thanh_tra dự_án bán_đảo sơn_trà .
286,8 tasks of sustainable development in the mekong delta.,8 nhiệm_vụ phát_triển bền_vững đồng_bằng sông cửu_long .
287,the prime minister answered questions about handling violations of credit institutions and the son tra peninsula project.,thủ_tướng trả_lời chất_vấn về xử_lý vi_phạm tctd và dự_án bán_đảo sơn_trà .
288,"son la is expected to collect more than 1,325 billion vnd from land auction.",sơn_la dự_kiến thu hơn 1.325 tỷ đồng_từ đấu_giá đất .
289,"groundwater protection in big cities: for the first time, urban areas are basically surveyed about groundwater.",bảo_vệ nước dưới đất tại các đô_thị lớn : lần đầu_tiên đô_thị được điều_tra cơ_bản về nước dưới đất .
290,dak lak: natural resources and environment sector contribute to promoting local socio-economic development.,đắk lắk : ngành tn & mt góp_phần thúc_đẩy phát_triển kt - xh địa_phương .
291,water storage for the mekong delta through a livelihood model based on flood water.,trữ nước cho đbscl qua mô_hình_sinh_kế dựa vào nước lũ .
292,the president of hanoi requested to review the slow implementation of land-hugging projects.,chủ_tịch hà_nội yêu_cầu rà_soát các dự_án ôm đất chậm triển_khai .
